Name	p-value
K+[c]	0.60893
K+[s]	0.60893
1,2-diacylglycerol-LD-TAG-pool[n]	0.61007
phosphatidate-LD-TAG-pool[n]	0.61007
de-Fuc-form-of-PA6-(wo-peptide-linkage)[l]	0.61246
keratan-sulfate-I,-degradation-product-2[l]	0.61246
n2m2nm[l]	0.61246
threonine[c]	0.61294
(10Z)-heptadecenoyl-CoA[m]	0.6135
(11Z,14Z,17Z)-eicosatrienoylcarnitine[r]	0.6135
(13Z,16Z)-docosadienoylcarnitine[r]	0.6135
(15Z)-tetracosenoylcarnitine[r]	0.6135
(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine[r]	0.6135
(5Z,8Z,11Z)-eicosatrienoylcarnitine[r]	0.6135
(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine[r]	0.6135
(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoylcarnitine[r]	0.6135
(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoylcarnitine[r]	0.6135
(7Z)-octadecenoyl-CoA[r]	0.6135
(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine[r]	0.6135
(8Z,11Z)-eicosadienoylcarnitine[r]	0.6135
(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine[r]	0.6135
(9Z,12Z,15Z,18Z)-tetracosatetraenoylcarnitine[r]	0.6135
(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoylcarnitine[r]	0.6135
10,13,16,19-docosatetraenoylcarnitine[r]	0.6135
10,13,16-docosatrienoylcarnitine[r]	0.6135
12,15,18,21-tetracosatetraenoylcarnitine[r]	0.6135
13,16,19-docosatrienoylcarnitine[r]	0.6135
9-heptadecenoyl-CoA[m]	0.6135
arachidonyl-carnitine[r]	0.6135
arachidonyl-CoA[m]	0.6135
docosahexaenoylcarnitine[r]	0.6135
docosanoylcarnitine[r]	0.6135
docosenoylcarnitine(11)[r]	0.6135
docosenoylcarnitine[r]	0.6135
dodecanoylcarnitine[r]	0.6135
eicosadienoylcarnitine[r]	0.6135
eicosanoylcarnitine[r]	0.6135
eicosatrienoylcarnitine[r]	0.6135
eicosenoylcarnitine(11)[r]	0.6135
eicosenoylcarnitine(7)[r]	0.6135
eicosenoylcarnitine(9)[r]	0.6135
gamma-linolenoylcarnitine[r]	0.6135
heneicosanoylcarnitine[r]	0.6135
heptadecanoylcarnitine[r]	0.6135
heptadecenoylcarnitine(7)[r]	0.6135
heptadecenoylcarnitine(8)[r]	0.6135
hexacosanoylcarnitine[r]	0.6135
hexacosenoylcarnitine[r]	0.6135
hexadecenoylcarnitine(9)[r]	0.6135
linoleic-carnitine[r]	0.6135
L-oleoylcarnitine[r]	0.6135
L-palmitoylcarnitine[r]	0.6135
malonyl-CoA[m]	0.6135
nonadecanoylcarnitine[r]	0.6135
O-acetylcarnitine[r]	0.6135
O-butanoylcarnitine[m]	0.6135
ocosatetraenoylcarnitine[r]	0.6135
octadecatrienoylcarnitine[r]	0.6135
octadecenoylcarnitine(11)[r]	0.6135
octadecenoylcarnitine(5)[r]	0.6135
octadecenoylcarnitine(7)[r]	0.6135
palmitoleoyl-carnitine[r]	0.6135
pentadecanoylcarnitine[r]	0.6135
tetracosanoylcarnitine[r]	0.6135
tetradecanoylcarnitine[r]	0.6135
tetradecenoylcarnitine(5)[r]	0.6135
tetradecenoylcarnitine(7)[r]	0.6135
tetradecenoylcarnitine(9)[r]	0.6135
tricosanoylcarnitine[r]	0.6135
tridecanoylcarnitine[r]	0.6135
folate[s]	0.61421
1-organyl-2-lyso-sn-glycero-3-phosphocholine[c]	0.61624
3-decaprenyl-4-hydroxybenzoate[m]	0.61708
keratan-sulfate-II-(core-4-linked),-biosynthesis,-precursor-1[g]	0.61716
keratan-sulfate-II-biosynthesis,-precursor-1[g]	0.61716
deoxycytidine[m]	0.61775
deoxycytidine[n]	0.61775
isoleucine[s]	0.61789
valine[s]	0.61789
chondroitin-sulfate-D-(GlcNAc6S-GlcA2S),-degradation-product-3[l]	0.61804
gamma-carboxyethyl-hydroxychroman[c]	0.61804
gamma-CEHC-glucuronide[c]	0.61804
heparan-sulfate,-degradation-product-10[l]	0.61804
hyaluronate[l]	0.61804
cerivastatin-M1[r]	0.61804
cerivastatin-M23[r]	0.61804
cerivastatin-M1-glucuronide[r]	0.61804
cerivastatin-M23-glucuronide[r]	0.61804
simvastatin-acyl-glucuronide[r]	0.61804
simvastatin-dihydroxy-acid-form[r]	0.61804
4,8-dimethylnonanoylcarnitine[c]	0.62021
Alpha-Linolenyl-Carnitine[m]	0.62021
(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoylcarnitine[m]	0.62021
(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoylcarnitine[m]	0.62021
(9Z,12Z,15Z,18Z)-tetracosatetraenoylcarnitine[m]	0.62021
adenine[s]	0.62059
ibuprofen-CoA-R-form[c]	0.62154
CMP[g]	0.62208
CMP-N-acetylneuraminate[g]	0.62208
1D-myo-inositol-1,3,4,6-tetrakisphosphate[c]	0.62221
L-arabinose[c]	0.62255
L-arabitol[c]	0.62255
5-aminolevulinate[c]	0.6226
heptanoyl-CoA[m]	0.62313
nonanoyl-CoA[m]	0.62313
undecanoyl-CoA[m]	0.62313
cholesterol[r]	0.62425
chondroitin-sulfate-A-(GalNAc4S-GlcA)-proteoglycan[g]	0.62547
lactoneotetraosylceramide[g]	0.62582
nLc5Cer[g]	0.62582
nLc6Cer[g]	0.62582
3-Oxo-Cis-9-Octadecenoyl-Coenzyme-A[c]	0.62586
taurine[s]	0.62677
(5S,6S)-epoxy-(15R)-hydroxy-ETE[c]	0.62707
(5S,6S)-epoxy-(15R)-hydroxy-ETE[p]	0.62707
(5S,6S)-epoxy-(15R)-hydroxy-ETE[r]	0.62707
11,12-DHET[c]	0.62707
12,13-hydroxyoctadec-9(z)-enoate[c]	0.62707
12,13-hydroxyoctadec-9(z)-enoate[r]	0.62707
14,15-DHET[c]	0.62707
15-epi-lipoxin-A4[c]	0.62707
15-epi-lipoxin-A4[p]	0.62707
15-epi-lipoxin-A4[r]	0.62707
15-epi-lipoxin-A5[c]	0.62707
15-epi-lipoxin-A5[p]	0.62707
15-epi-lipoxin-A5[r]	0.62707
15-epi-lipoxin-B4[c]	0.62707
15-epi-lipoxin-B4[p]	0.62707
15-epi-lipoxin-B4[r]	0.62707
15-epi-lipoxin-B5[c]	0.62707
15-epi-lipoxin-B5[p]	0.62707
15-epi-lipoxin-B5[r]	0.62707
5,6-DHET[c]	0.62707
5,6-epoxytetraene[c]	0.62707
5,6-epoxytetraene[n]	0.62707
5,6-epoxytetraene[p]	0.62707
5,6-epoxytetraene[r]	0.62707
8,9-DHET[c]	0.62707
9,10-hydroxyoctadec-12(Z)-enoate[c]	0.62707
9,10-hydroxyoctadec-12(Z)-enoate[r]	0.62707
lipoxin-A4[c]	0.62707
lipoxin-A4[n]	0.62707
lipoxin-A4[p]	0.62707
lipoxin-A4[r]	0.62707
lipoxin-B4[c]	0.62707
lipoxin-B4[n]	0.62707
lipoxin-B4[p]	0.62707
lipoxin-B4[r]	0.62707
trioxilin-A3[c]	0.62707
trioxilin-A3[p]	0.62707
trioxilin-A3[r]	0.62707
3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate[p]	0.62721
Pristanoyl-Coenzyme-A[c]	0.62721
5,8-Tetradecadienoyl-Coenzyme-A[m]	0.62731
5,8,11-Tetradecatrienoyl-Coenzyme-A[m]	0.62731
4,7,10-Hexadecatrienoyl-Coenzyme-A[m]	0.62731
2-hydroxy-3-methoxy-17beta-estradiol[c]	0.62743
2-hydroxy-3-methoxyestrone[c]	0.62743
2-methoxyestradiol-17beta[c]	0.62743
2-methoxyestrone[c]	0.62743
2-methoxyestrone[r]	0.62743
3,4-dihydroxymandelate[c]	0.62743
3,4-dihydroxyphenylacetate[c]	0.62743
4-methoxy-17beta-estradiol[c]	0.62743
4-methoxyestrone[c]	0.62743
5-methoxytryptophol[c]	0.62743
homovanillate[c]	0.62743
salsolinol[c]	0.62743
vanillylmandelate[c]	0.62743
N1-acetylspermidine[s]	0.62792
acyl-CoA-pool[p]	0.62831
5alpha-androstane-3,17-dione[r]	0.62873
5-alpha-dihydrotestosterone[c]	0.62873
5-alpha-dihydrotestosterone[r]	0.62873
5alpha-pregnane-3,20-dione[c]	0.62873
progesterone[c]	0.62873
uroporphyrinogen-III[c]	0.62909
sulfate[m]	0.63016
3-mercaptolactate[c]	0.63248
1-acylglycerol-3P-10,13,16,19-doco[c]	0.63259
1-acylglycerol-3P-10,13,16-docosa[c]	0.63259
1-acylglycerol-3P-10-heptade[c]	0.63259
1-acylglycerol-3P-11,14,17-eico[c]	0.63259
1-acylglycerol-3P-11,14-eicosa[c]	0.63259
1-acylglycerol-3P-11-docose[c]	0.63259
1-acylglycerol-3P-11-eico[c]	0.63259
1-acylglycerol-3P-12,15,18,21-tetra[c]	0.63259
1-acylglycerol-3P-13,16,19-doco[c]	0.63259
1-acylglycerol-3P-13,16-docosa[c]	0.63259
1-acylglycerol-3P-13-docose[c]	0.63259
1-acylglycerol-3P-13-eicose[c]	0.63259
1-acylglycerol-3P-13-octade[c]	0.63259
1-acylglycerol-3P-15-tetra[c]	0.63259
1-acylglycerol-3P-4,7,10,13,16,19-doco[c]	0.63259
1-acylglycerol-3P-4,7,10,13,16-docosa[c]	0.63259
1-acylglycerol-3P-5,8,11,14,17-eico[c]	0.63259
1-acylglycerol-3P-5,8,11-eico[c]	0.63259
1-acylglycerol-3P-5-tetrade[c]	0.63259
1-acylglycerol-3P-6,9,12,15,18,21-tetra[c]	0.63259
1-acylglycerol-3P-6,9,12,15,18-tetraco[c]	0.63259
1-acylglycerol-3P-6,9,12,15-octa[c]	0.63259
1-acylglycerol-3P-6,9-octa[c]	0.63259
1-acylglycerol-3P-7,10,13,16,19-docosa[c]	0.63259
1-acylglycerol-3P-7,10,13,16-docosa[c]	0.63259
1-acylglycerol-3P-7-hexade[c]	0.63259
1-acylglycerol-3P-7-octade[c]	0.63259
1-acylglycerol-3P-7-tetrade[c]	0.63259
1-acylglycerol-3P-8,11,14,17-eico[c]	0.63259
1-acylglycerol-3P-8,11-eico[c]	0.63259
1-acylglycerol-3P-9,12,15,18,21-tetra[c]	0.63259
1-acylglycerol-3P-9,12,15,18-tetraco[c]	0.63259
1-acylglycerol-3P-9-eicose[c]	0.63259
1-acylglycerol-3P-9-heptade[c]	0.63259
1-acylglycerol-3P-9-octade[c]	0.63259
1-acylglycerol-3P-9-tetrade[c]	0.63259
1-acylglycerol-3P-arach[c]	0.63259
1-acylglycerol-3P-cis-vac[c]	0.63259
1-acylglycerol-3P-dihomo-gamma[c]	0.63259
1-acylglycerol-3P-docosa[c]	0.63259
1-acylglycerol-3P-eico[c]	0.63259
1-acylglycerol-3P-gamma-lin[c]	0.63259
1-acylglycerol-3P-heneico[c]	0.63259
1-acylglycerol-3P-heptade[c]	0.63259
1-acylglycerol-3P-hexacosa[c]	0.63259
1-acylglycerol-3P-hexecose[c]	0.63259
1-acylglycerol-3P-laur[c]	0.63259
1-acylglycerol-3P-lin[c]	0.63259
1-acylglycerol-3P-linolen[c]	0.63259
1-acylglycerol-3P-myrist[c]	0.63259
1-acylglycerol-3P-nanode[c]	0.63259
1-acylglycerol-3P-ol[c]	0.63259
1-acylglycerol-3P-palm[c]	0.63259
1-acylglycerol-3P-palmn[c]	0.63259
1-acylglycerol-3P-pentade[c]	0.63259
1-acylglycerol-3P-stea[c]	0.63259
1-acylglycerol-3P-tetraco[c]	0.63259
1-acylglycerol-3P-trico[c]	0.63259
1-acylglycerol-3P-tridec[c]	0.63259
acetate[g]	0.63266
D-xylulose[c]	0.63366
dihydroneopterin[c]	0.63406
dihydroneopterin[s]	0.63406
6-[(1S,2R)-1,2-dihydroxy-3-triphosphooxypropyl]-7,8-dihydropterin[s]	0.63406
(13Z)-eicosenoyl-CoA[p]	0.63458
linoleoyl-CoA[p]	0.63458
deoxyadenosine[c]	0.63558
25-hydroxycholesterol[r]	0.63714
4-cholesten-7alpha,24(S)-diol-3-one[c]	0.63714
4-cholesten-7alpha,27-diol-3-one[c]	0.63714
7alpha-hydroxycholest-4-en-3-one[r]	0.63714
7alpha-hydroxycholesterol[r]	0.63714
cholest-5-ene-3beta,7alpha,24(S)-triol[c]	0.63714
phytanoyl-CoA[c]	0.63805
L-dopa[c]	0.63862
5-formyl-THF[s]	0.64024
N-acetyl-D-glucosaminylphosphatidylinositol[c]	0.64027
N-acetyl-D-glucosaminylphosphatidylinositol[r]	0.64027
DHAP[s]	0.64055
glycerone[s]	0.64055
estrone-3-sulfate[c]	0.64119
(2R)-pristanoyl-CoA[p]	0.64266
25(R)THCA-CoA[m]	0.64266
25(R)THCA-CoA[p]	0.64266
25(S)DHCA-CoA[p]	0.64266
Phytanate[p]	0.64273
3-oxotetradecanoyl-[ACP][c]	0.64323
dodecanoyl-[ACP][c]	0.64323
tetradecanoyl-[ACP][c]	0.64323
3-Oxostearoyl-ACP[c]	0.64323
10,11-dihydro-LTB4[r]	0.64443
10,11-dihydro-LTB4-CoA[c]	0.64443
20-CoA-20-oxo-LTB4[c]	0.64443
20-CoA-20-oxo-LTB4[r]	0.64443
5-oxo-12(R)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA[c]	0.64443
5-oxo-12(S)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA[c]	0.64443
5-oxo-12(S)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA[r]	0.64443
6,7-dihydro-5-oxo-LTB4[c]	0.64443
6,7-dihydro-5-oxo-LTB4[m]	0.64443
6,7-dihydro-5-oxo-LTB4[p]	0.64443
6,7-dihydro-5-oxo-LTB4[r]	0.64443
palmitolate[m]	0.64443
10,11-dihydro-12-epi-LTB4[r]	0.64443
2,7,10-Hexadecatrienoyl-Coenzyme-A[m]	0.64643
2,7,10,13-Hexadecatetraenoyl-Coenzyme-A[m]	0.64643
2,6,9,12-Octadecatetraenoyl-Coenzyme-A[m]	0.64643
2,7,10,13,16-Docosapentenoyl-Coenzyme-A[m]	0.64643
PC-LD-pool[m]	0.64657
methacrylyl-CoA[m]	0.64767
deoxyguanosine[c]	0.64843
dIDP[n]	0.64905
dITP[n]	0.64905
dUDP[n]	0.64905
IDP[n]	0.64905
ITP[n]	0.64905
(2E)-pentenoyl-CoA[m]	0.64946
nicotinate-D-ribonucleoside[c]	0.64946
O-acetylcarnitine[p]	0.64999
sedoheptulose-1,7-bisphosphate[c]	0.65095
3-oxo-dihomo-gamma-linolenoyl-CoA[c]	0.65098
HMA[c]	0.6518
pentadecanoyl-[ACP][c]	0.6518
tridecanoyl-[ACP][c]	0.6518
Stearoyl-ACP[c]	0.6518
leukotriene-A4[c]	0.6532
thyroxine[c]	0.65409
thyroxine[s]	0.65409
triiodothyronine[s]	0.65409
glucosaminyl-acylphosphatidylinositol[c]	0.6551
D-alanine[c]	0.65538
2,3-bisphospho-D-glycerate[c]	0.65614
acetoacetate[p]	0.65637
(R)-methylmalonyl-CoA[m]	0.65641
S-(2-methylbutanoyl)-dihydrolipoamide[m]	0.65644
S-(2-methylpropanoyl)-dihydrolipoamide[m]	0.65644
S-(3-methylbutanoyl)-dihydrolipoamide[m]	0.65644
GD1a[g]	0.6578
GT1b[c]	0.6578
GT1b[g]	0.6578
CL-pool[c]	0.65791
CL-pool[m]	0.65791
PG-CL-pool[m]	0.65791
mannose[s]	0.65807
2-methyl-3-oxopropanoate[m]	0.65847
4-methylthio-2-oxobutanoic-acid[c]	0.65974
inosine[c]	0.66108
5-methyl-THF[c]	0.66174
GDP[g]	0.66186
2(S)-pristanal[p]	0.66188
2-hydroxyphytanoyl-CoA[p]	0.66188
GDP-L-fucose[g]	0.66194
heparan-sulfate,-precursor-13[g]	0.66212
D-xylose[s]	0.66265
maltose[c]	0.66265
2,4,7-Decatrienoyl-Coenzyme-A[p]	0.66308
2,4,7,10-Hexadecatetraenoyl-Coenzyme-A[p]	0.66308
2,4,7,10,13-Hexadecapentaenoyl-Coenzyme-A[p]	0.66308
2,4,7,10,13,16-Docosahexenoyl-Coenzyme-A[p]	0.66308
15(R)-HETE[c]	0.66359
15(R)-HETE[p]	0.66359
15(R)-HETE[r]	0.66359
15(R)-HpEPE[c]	0.66359
15(R)-HpEPE[n]	0.66359
15(R)-HpEPE[p]	0.66359
15(R)-HpEPE[r]	0.66359
EPA[p]	0.66359
prostaglandin-H1[r]	0.66359
ceramide-pool[c]	0.6638
glutamine[s]	0.66439
2-Decaprenyl-6-Methoxy-3-Methyl-1,4-Benzoquinone[m]	0.66632
asparagine[c]	0.66686
dTTP[c]	0.66777
trans,cis-2,17-hexacosadienoyl-CoA[p]	0.66784
L-threonyl-tRNA(thr)[c]	0.66908
tRNA(thr)[c]	0.66908
(3S)-3-Hydroxy-Cis-8-Tetradecenoyl-Coenzyme-A[m]	0.6693
[protein]-L-arginine[c]	0.66966
Pi[n]	0.66998
xanthosine[c]	0.67309
homoserine[c]	0.6736
homoserine[s]	0.6736
methaneselenol[c]	0.6737
5-oxo-(6E)-12-epi-LTB4[c]	0.6738
5-oxo-(6E)-12-epi-LTB4[m]	0.6738
5-oxo-(6E)-12-epi-LTB4[p]	0.6738
5-oxo-6-trans-LTB4[c]	0.6738
5-oxo-6-trans-LTB4[m]	0.6738
5-oxo-6-trans-LTB4[p]	0.6738
CDP-diacylglycerol-CL-pool[m]	0.67388
guanosine[c]	0.67396
3-dehydro-L-gulonate[c]	0.67482
D-lactate[c]	0.67483
2,6-dimethyl-trans-2-heptenoyl-CoA[m]	0.67538
4(R),8-dimethyl-trans-2-nonenoyl-CoA[m]	0.67538
4-methyl-trans-2-pentenoyl-CoA[m]	0.67538
2-oxobutyrate[c]	0.6758
sulfate[c]	0.67596
SAH[r]	0.67631
SAM[r]	0.67631
histidine[s]	0.67733
(18E)-20-oxo-20-CoA-LTB4[p]	0.67758
(18E)-20-oxo-20-CoA-LTE4[p]	0.67758
(2E)-decenoyl-CoA[p]	0.67758
(2E)-docosenoyl-CoA[p]	0.67758
(2E)-eicosenoyl-CoA[p]	0.67758
(2E)-hexacosenoyl-CoA[p]	0.67758
(2E)-hexadecenoyl-CoA[p]	0.67758
(2E)-octadecenoyl-CoA[p]	0.67758
(2E)-octenoyl-CoA[p]	0.67758
(2E)-tetracosenoyl-CoA[p]	0.67758
(2E)-tetradecenoyl-CoA[p]	0.67758
(4R,8R,12R)-trimethyl-(2E)-tridecenoyl-CoA[p]	0.67758
(7Z)-tetradecenoyl-CoA[p]	0.67758
10,11-dihydro-LTB4-CoA[m]	0.67758
10,11-dihydro-LTB4-CoA[p]	0.67758
3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA[m]	0.67758
5(S),12(R)-dihydroxy-eicosa-2,8-trans-6,14-cis-tetraenoyl-CoA[p]	0.67758
5-oxo-12(R)-hydroxy-eicosa-(2E,8E,10E,14Z)-tetraenoyl-CoA[p]	0.67758
5-oxo-12(R)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA[m]	0.67758
5-oxo-12(R)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA[p]	0.67758
5-oxo-12(S)-hydroxy-eicosa-(2E,8E,10E,14Z)-tetraenoyl-CoA[p]	0.67758
cis,cis-myristo-5,8-dienoyl-CoA[p]	0.67758
cis,cis-palmito-7,10-dienoyl-CoA[p]	0.67758
crotonyl-CoA[p]	0.67758
delta2-THA-CoA[p]	0.67758
eicosanoyl-CoA[p]	0.67758
myristoyl-CoA[p]	0.67758
palmitoleoyl-CoA[p]	0.67758
trans,cis,cis-2,7,10-hexadecatrienoyl-CoA[p]	0.67758
trans,cis,cis-2,9,12-octadecatrienoyl-CoA[p]	0.67758
trans,cis-2,13-eicosadienoyl-CoA[p]	0.67758
trans,cis-2,15-tetracosadienoyl-CoA[p]	0.67758
trans,cis-hexadeca-2,9-dienoyl-CoA[p]	0.67758
trans,cis-myristo-2,7-dienoyl-CoA[p]	0.67758
trans,cis-octadeca-2,9-dienoyl-CoA[p]	0.67758
trans-2,3-dehydropristanoyl-CoA[p]	0.67758
trans-2-all-cis-6,9,12,15,18-tetracosahexaenoyl-CoA[p]	0.67758
trans-2-cis,cis-5,8-tetradecatrienoyl-CoA[p]	0.67758
deamido-NAD[n]	0.67783
nicotinamide-D-ribonucleotide[m]	0.67783
nicotinate-ribonucleotide[n]	0.67783
trans,cis-lauro-2,6-dienoyl-CoA[m]	0.67884
trans-2-cis,cis-5,8-tetradecatrienoyl-CoA[m]	0.67888
UMP[s]	0.67935
apoE[c]	0.67958
trans,cis,cis-2,7,10-hexadecatrienoyl-CoA[m]	0.67985
dolichol[c]	0.67993
G10597[r]	0.68002
AMP[m]	0.68095
phosphatidylinositol-4,5-bisphosphate[c]	0.68194
AMP[p]	0.68302
13-cis-retinal[c]	0.68316
13-cis-retinal[r]	0.68316
4-OH-13-cis-retinal[c]	0.68316
4-OH-13-cis-retinal[r]	0.68316
4-oxoretinol[c]	0.68316
guanine[c]	0.68335
hypoxanthine[c]	0.68335
N-pantothenoylcysteine[c]	0.68394
pantetheine[c]	0.68394
propanoate[c]	0.6843
dolichyl-phosphate-D-mannose[r]	0.68482
N1-acetylspermidine[c]	0.6863
linoleate[r]	0.68638
n2m2masn[g]	0.68645
adenosine[c]	0.68668
(2E)-octadecenoyl-CoA[m]	0.68672
L-phenylalanyl-tRNA(phe)[c]	0.69169
tRNA(phe)[c]	0.69169
noradrenaline[s]	0.69235
tyramine[s]	0.69235
arginine[m]	0.69239
15(R)-HEPE[c]	0.69241
15(R)-HEPE[p]	0.69241
15(R)-HEPE[r]	0.69241
pristanic-acid[p]	0.69256
CTP[c]	0.69258
1-Oleoylglycerophosphoethanolamine-(Delta-9)[s]	0.69324
1-Palmitoylglycerophosphoethanolamine[s]	0.69324
1-Stearoylglycerophosphoethanolamine[s]	0.69324
2-Linoleoylglycerophosphoethanolamine[s]	0.69324
1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine[s]	0.69324
1-Eicosatrienoylglycerophosphoethanolamine-(Delta-11,-14,-17),-Lpe-(20:3)[s]	0.69324
1-Docosahexenoylglyceroethanolamine-(Delta-4,-7,-10,-13,-16,-19),-Lpe-(22:6)[s]	0.69324
1-Dihomo-Linolenoylglycerophosphoethanolamine-(20:3,-Delta-8,-11,-14)[s]	0.69324
1-Didecanoylglycerophosphoethanolamine-(C12:0-Pe)[s]	0.69324
1-Myristoylglycerophosphoethanolamine-(C14:0-Pe)[s]	0.69324
1-Hexadecenoylglycerophosphoethanolamine-(C16:1-Pe,-Delta-9)[s]	0.69324
1-Tridecanoylglycerophosphoethanolamine-(C13:0-Pe)[s]	0.69324
1-Pentadecanoylglycerophosphoethanolamine-(C15:0-Pe)[s]	0.69324
1-Heptadecanoylglycerophosphoethanolamine-(C17:0-Pe)[s]	0.69324
1-Linoleoylglycerophosphoethanolamine-(Delta-9,12)[s]	0.69324
1-Oleoylglycerophosphoethanolamine-(Delta-9)[c]	0.69324
1-Palmitoylglycerophosphoethanolamine[c]	0.69324
2-Linoleoylglycerophosphoethanolamine[c]	0.69324
1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine[c]	0.69324
1-Eicosatrienoylglycerophosphoethanolamine-(Delta-11,-14,-17),-Lpe-(20:3)[c]	0.69324
1-Docosahexenoylglyceroethanolamine-(Delta-4,-7,-10,-13,-16,-19),-Lpe-(22:6)[c]	0.69324
1-Dihomo-Linolenoylglycerophosphoethanolamine-(20:3,-Delta-8,-11,-14)[c]	0.69324
1-Didecanoylglycerophosphoethanolamine-(C12:0-Pe)[c]	0.69324
1-Myristoylglycerophosphoethanolamine-(C14:0-Pe)[c]	0.69324
1-Hexadecenoylglycerophosphoethanolamine-(C16:1-Pe,-Delta-9)[c]	0.69324
1-Tridecanoylglycerophosphoethanolamine-(C13:0-Pe)[c]	0.69324
1-Pentadecanoylglycerophosphoethanolamine-(C15:0-Pe)[c]	0.69324
1-Heptadecanoylglycerophosphoethanolamine-(C17:0-Pe)[c]	0.69324
1-Linoleoylglycerophosphoethanolamine-(Delta-9,12)[c]	0.69324
1-Stearoylglycerophosphoethanolamine[c]	0.69324
PE-PS-LD-pool[c]	0.69336
sphinganine[r]	0.69381
sphinganine-1-phosphate[r]	0.69381
sphingosine[r]	0.69381
cysteamine[c]	0.69645
13,14-dihydro-15-oxo-lipoxin-A4[c]	0.69653
15-oxo-lipoxin-A4[c]	0.69653
3alpha,7alpha,12alpha,25-tetrahydroxy-5beta-cholestane-24-one[r]	0.69653
5beta-cholestane-3alpha,7alpha,12alpha,24s,25-pentol[r]	0.69653
3-oxopropionyl-CoA[m]	0.69653
albumin[c]	0.69656
ADP[p]	0.69715
taurochenodeoxycholate[s]	0.69732
5,10-methylene-THF[s]	0.69732
(18R)-HEPE[s]	0.69732
globotriaosylceramide[g]	0.69758
GAP[c]	0.6976
5-S-Cysteinylglycine-Dopa[s]	0.69795
vitamin-D3[m]	0.69823
eicosanoyl-CoA[m]	0.69827
oleoyl-CoA[m]	0.69827
pentadecanoyl-CoA[m]	0.69827
PAPS[c]	0.6986
[ACP][c]	0.69973
ADP[l]	0.70005
ATP[l]	0.70005
apoA1[c]	0.70088
UTP[m]	0.70152
threonine[s]	0.70177
L-asparaginyl-tRNA(asn)[c]	0.702
tRNA(asn)[c]	0.702
serine[s]	0.70235
CoA[l]	0.70415
dephospho-CoA[l]	0.70415
PE-LD-pool[m]	0.70587
arachidonate[r]	0.70739
(2E)-docosenoyl-CoA[m]	0.70751
(2E)-eicosenoyl-CoA[m]	0.70751
(2E)-heneicosenoyl-CoA[m]	0.70751
(2E)-heptadecenoyl-CoA[m]	0.70751
(2E)-nonadecenoyl-CoA[m]	0.70751
(2E)-pentadecenoyl-CoA[m]	0.70751
(2E)-tridecenoyl-CoA[m]	0.70751
(2E,6Z,9Z,12Z)-octadecatetraenoyl-CoA[m]	0.70751
trans,cis,cis-2,9,12-octadecatrienoyl-CoA[m]	0.70751
trans,cis-2,11-eicosadienoyl-CoA[m]	0.70751
trans,cis-2,13-docosadienoyl-CoA[m]	0.70751
trans,cis-2,13-eicosadienoyl-CoA[m]	0.70751
trans,cis-hexadeca-2,7-dienoyl-CoA[m]	0.70751
trans,cis-hexadeca-2,9-dienoyl-CoA[m]	0.70751
trans,cis-myristo-2,5-dienoyl-CoA[m]	0.70751
trans,cis-myristo-2,7-dienoyl-CoA[m]	0.70751
trans,cis-octadeca-2,11-dienoyl-CoA[m]	0.70751
trans,cis-octadeca-2,9-dienoyl-CoA[m]	0.70751
sphingosine-1-phosphate[s]	0.70788
L-cysteinyl-tRNA(cys)[c]	0.70792
tRNA(cys)[c]	0.70792
GM1b[c]	0.70796
GM1b[g]	0.70796
dUDP[c]	0.70833
m2gacpail-heparan-sulfate[r]	0.70845
memgacpail-heparan-sulfate[r]	0.70845
1-phosphatidyl-1D-myo-inositol-5-phosphate[n]	0.70937
5(S),6(S)-epoxy-15(R)-HEPE[c]	0.70995
5(S),6(S)-epoxy-15(R)-HEPE[p]	0.70995
5(S),6(S)-epoxy-15(R)-HEPE[r]	0.70995
S-methyl-5-thio-D-ribulose-1-phosphate[c]	0.70998
galactose-1-phosphate[c]	0.7106
leukotriene-C4[s]	0.71119
N-pantothenoylcysteine[m]	0.71193
pantetheine[m]	0.71193
putrescine[c]	0.71228
methionine[s]	0.7129
IV3GalNAca-Gb4Cer[c]	0.714
N-acetyl-L-alanine[c]	0.71417
N-acetylmethionine[c]	0.71417
N-acetylornithine[c]	0.71417
Protein-Linked-Serine-Or-Threonine-Residue-(O-Glycosylation-Site)[g]	0.71434
